Selling_Price(lakhs),Kms_Driven,fuel,seller_type,transmission,Past_Owners,mileage,Present_Price(lakhs),age
4.8,55735,Diesel,Individual,Manual,2.0,22.32,4.48,9
6.05,80000,Diesel,Individual,Manual,2.0,25.8,8.19,7
2.5,50000,Petrol,Individual,Manual,2.0,22.0,6.55,5
2.45,70000,Diesel,Individual,Manual,2.0,14.24,8.41,8
7.3,1500,Petrol,Individual,Manual,1.0,18.9,6.0,1
5.0,76000,Diesel,Individual,Manual,1.0,13.7,3.33,9
4.0,40000,Petrol,Individual,Manual,1.0,12.2,16.73,6
3.75,53319,Diesel,Dealer,Manual,1.0,23.01,6.43,5
7.0,40906,Diesel,Dealer,Manual,1.0,13.6,3.33,4
3.75,31711,Petrol,Dealer,Manual,2.0,18.49,5.31,9
2.7,43755,Petrol,Dealer,Manual,2.0,26.59,4.14,9
3.0,66693,Petrol,Dealer,Manual,1.0,22.74,16.73,5
2.25,59549,Petrol,Dealer,Manual,1.0,24.52,4.14,11
2.0,73730,Petrol,Dealer,Manual,1.0,20.0,9.99,11
5.8,30000,Petrol,Individual,Automatic,1.0,24.52,10.0,3
1.75,20000,Diesel,Individual,Manual,1.0,23.95,6.55,10
1.8,120000,Diesel,Individual,Manual,2.0,24.0,8.0,12
2.0,80000,Petrol,Individual,Manual,1.0,25.17,5.31,10
2.6,60000,Diesel,Individual,Manual,1.0,22.9,9.15,5
3.5,25000,Petrol,Individual,Manual,1.0,15.96,11.0,5
4.1,50000,Diesel,Individual,Manual,2.0,9.0,8.41,10
2.0,24000,Petrol,Individual,Manual,1.0,21.1,6.84,8
8.0,100000,Diesel,Individual,Manual,2.0,15.4,8.19,4
5.5,10000,Petrol,Individual,Manual,1.0,23.95,1.99,2
3.0,70000,Diesel,Individual,Manual,2.0,24.0,6.0,9
2.2,40000,Petrol,Individual,Manual,1.0,22.77,6.55,4
1.96,110000,Petrol,Individual,Manual,1.0,20.51,5.29,10
1.35,80000,Petrol,Individual,Manual,2.0,15.96,3.4,13
2.99,16500,Petrol,Individual,Manual,1.0,23.0,10.47,6
3.0,30000,Petrol,Individual,Manual,1.0,22.95,10.99,4
7.2,80000,Diesel,Individual,Manual,1.0,16.55,3.4,4
6.5,50000,Diesel,Individual,Manual,3.0,14.0,4.98,5
3.0,25000,Petrol,Individual,Manual,1.0,14.0,5.31,5
7.5,20000,Diesel,Individual,Manual,1.0,18.9,8.41,2
2.6,60000,Petrol,Individual,Manual,1.0,0.0,9.15,5
6.0,50000,Diesel,Individual,Manual,2.0,13.6,3.4,7
2.75,100000,Petrol,Individual,Automatic,2.0,22.37,8.41,17
2.5,52000,Petrol,Individual,Manual,1.0,19.33,3.33,6
4.2,80000,Diesel,Individual,Manual,1.0,14.1,16.53,7
2.35,50000,Petrol,Individual,Manual,1.0,18.0,3.4,6
3.6,25000,Petrol,Individual,Manual,1.0,21.79,11.49,2
3.8,50000,Diesel,Individual,Manual,2.0,27.39,6.0,7
3.5,80000,Petrol,Individual,Manual,1.0,12.99,9.0,5
7.0,70000,Diesel,Individual,Manual,1.0,22.0,5.29,4
2.7,90000,Diesel,Individual,Manual,3.0,16.78,14.15,11
4.5,50000,Diesel,Individual,Manual,1.0,22.0,8.51,4
6.3,101000,Diesel,Individual,Manual,1.0,24.0,8.51,5
2.7,40000,Petrol,Individual,Manual,1.0,19.0,6.0,10
7.4,38817,Diesel,Dealer,Manual,1.0,25.1,16.73,3
6.45,11000,Petrol,Dealer,Automatic,1.0,11.5,11.0,5
2.35,98500,Petrol,Individual,Manual,2.0,18.16,14.15,9
2.75,98000,Petrol,Individual,Manual,3.0,15.96,7.5,13
7.0,40000,Diesel,Individual,Manual,2.0,17.92,3.5,7
4.0,90000,Diesel,Individual,Manual,1.0,17.92,8.5,8
2.15,90000,Petrol,Individual,Manual,3.0,22.71,12.39,9
1.5,110000,Diesel,Individual,Manual,2.0,17.92,11.0,12
9.5,77800,Diesel,Individual,Manual,1.0,20.51,4.26,3
7.3,100000,Diesel,Individual,Manual,1.0,19.81,5.37,6
1.35,120000,Diesel,Individual,Manual,2.0,14.0,7.5,9
3.5,80000,Petrol,Individual,Manual,2.0,18.9,8.41,5
5.35,21000,Petrol,Individual,Manual,2.0,19.09,8.41,3
4.55,100000,Petrol,Individual,Manual,2.0,13.6,11.49,3
6.55,25000,Petrol,Individual,Manual,1.0,28.4,14.6,2
3.4,51492,Petrol,Individual,Manual,1.0,13.6,8.19,3
3.0,72000,Diesel,Individual,Manual,2.0,18.49,9.15,10
3.7,60000,Petrol,Individual,Manual,1.0,21.1,6.35,5
2.38,60000,Petrol,Individual,Manual,1.0,23.1,6.35,7
0.72,110000,Petrol,Individual,Manual,2.0,21.1,7.07,15
2.0,90000,Petrol,Individual,Manual,1.0,26.0,6.35,8
3.2,50000,Petrol,Individual,Manual,2.0,22.54,8.51,6
2.1,20000,Petrol,Individual,Manual,1.0,18.6,6.0,11
2.0,120000,Diesel,Individual,Manual,1.0,18.49,8.0,10
3.5,52000,Diesel,Individual,Manual,1.0,10.1,8.41,6
6.8,40000,Diesel,Individual,Manual,1.0,18.15,5.31,4
3.0,50000,Petrol,Individual,Manual,1.0,23.1,6.0,5
2.7,70000,Diesel,Individual,Manual,2.0,13.2,9.15,10
2.25,80000,Petrol,Individual,Manual,2.0,15.96,11.0,9
2.5,120000,Diesel,Individual,Manual,1.0,19.09,3.33,13
5.9,40000,Diesel,Individual,Manual,2.0,15.96,4.14,6
2.9,17000,Petrol,Individual,Manual,1.0,13.6,5.78,6
3.95,50000,Petrol,Individual,Manual,1.0,16.95,2.5,5
1.95,65000,Petrol,Individual,Manual,2.0,21.02,9.15,7
0.45,10000,Petrol,Individual,Manual,3.0,24.4,11.58,10
2.7,70000,Diesel,Individual,Manual,2.0,20.14,9.0,12
6.0,90000,Diesel,Individual,Manual,2.0,19.0,11.33,7
7.15,50000,Diesel,Individual,Manual,1.0,20.5,11.0,6
6.0,10000,Petrol,Individual,Manual,1.0,15.96,16.53,2
4.2,100000,Diesel,Individual,Manual,2.0,12.99,6.51,10
3.25,70000,Petrol,Individual,Automatic,2.0,18.9,7.5,14
3.85,30000,Petrol,Individual,Manual,1.0,23.01,9.0,4
3.0,40000,Petrol,Individual,Manual,1.0,20.14,5.78,5
3.0,35000,Petrol,Individual,Manual,1.0,20.4,9.15,7
0.8,120000,Petrol,Individual,Manual,2.0,16.0,8.0,17
4.0,120000,Diesel,Individual,Manual,1.0,16.8,9.15,9
5.5,120000,Diesel,Individual,Manual,1.0,27.28,9.15,5
3.0,120000,Diesel,Individual,Manual,2.0,23.95,9.15,9
3.5,25000,Petrol,Individual,Manual,2.0,12.8,5.37,10
2.8,80000,Diesel,Individual,Manual,1.0,25.0,5.37,8
5.5,70000,Diesel,Individual,Manual,2.0,18.16,8.84,4
5.0,10000,Petrol,Individual,Manual,1.0,10.5,13.29,3
7.0,6000,Petrol,Individual,Manual,1.0,21.1,9.15,2
3.8,90000,Diesel,Individual,Manual,2.0,21.1,9.15,8
3.4,110000,Diesel,Individual,Manual,2.0,19.7,16.73,9
1.6,120000,Diesel,Individual,Manual,3.0,17.88,4.98,14
7.5,50000,Diesel,Individual,Manual,1.0,24.3,5.31,7
5.31,20000,Petrol,Individual,Automatic,1.0,22.07,9.93,3
3.0,35000,Petrol,Individual,Manual,1.0,18.9,6.57,4
3.5,60000,Diesel,Individual,Manual,2.0,13.0,8.41,7
4.5,30000,Petrol,Individual,Manual,1.0,20.4,8.41,6
1.4,65000,Petrol,Individual,Manual,3.0,19.3,4.26,15
2.5,80000,Diesel,Individual,Manual,3.0,23.0,4.98,17
0.85,120000,Diesel,Individual,Manual,3.0,14.0,4.14,15
4.5,30000,Petrol,Individual,Manual,1.0,17.8,6.84,3
1.7,55113,Petrol,Individual,Manual,1.0,15.4,3.4,10
3.6,50000,Diesel,Individual,Manual,1.0,23.95,5.18,4
3.9,6000,Petrol,Individual,Manual,1.0,13.5,16.53,1
1.45,50000,Petrol,Individual,Manual,2.0,22.3,16.73,10
5.4,90000,Diesel,Individual,Manual,3.0,12.8,4.86,9
3.0,90000,Diesel,Individual,Manual,1.0,19.0,16.53,8
5.65,80000,Petrol,Individual,Manual,1.0,15.1,6.35,4
4.41,70000,Diesel,Individual,Manual,2.0,15.26,3.33,10
0.5,80000,Petrol,Individual,Manual,2.0,13.6,3.33,18
1.8,80000,Petrol,Individual,Manual,2.0,10.5,3.5,10
2.0,80000,Petrol,Individual,Manual,2.0,0.0,4.26,8
7.0,110000,Diesel,Individual,Manual,2.0,19.1,4.98,5
6.0,20000,Petrol,Individual,Manual,1.0,19.0,9.15,2
2.5,120000,Diesel,Individual,Manual,1.0,16.1,10.13,10
6.0,120000,Diesel,Individual,Manual,1.0,12.9,4.98,5
2.0,80000,Diesel,Individual,Manual,2.0,15.1,8.41,11
4.25,91500,Diesel,Individual,Manual,2.0,19.7,9.0,6
4.2,120000,Diesel,Individual,Manual,2.0,12.2,8.51,9
3.21,100000,Diesel,Individual,Manual,2.0,22.9,9.99,9
4.9,80000,Petrol,Individual,Manual,1.0,19.3,3.4,4
6.8,90000,Diesel,Individual,Manual,1.0,23.01,6.35,6
2.98,70000,Petrol,Individual,Manual,1.0,18.2,16.53,5
2.5,40000,Diesel,Individual,Manual,1.0,19.01,4.98,9
10.75,110000,Diesel,Individual,Automatic,3.0,17.7,8.84,8
6.81,10000,Petrol,Individual,Manual,1.0,19.3,7.43,2
6.5,90000,Diesel,Individual,Manual,2.0,16.1,9.15,7
0.8,70000,Petrol,Individual,Manual,2.0,27.4,16.53,13
2.9,120000,Diesel,Individual,Manual,1.0,16.02,6.35,12
2.2,120000,Diesel,Individual,Manual,2.0,18.8,4.5,15
1.2,90000,Petrol,Individual,Manual,2.0,16.02,9.15,12
2.3,80000,Petrol,Individual,Manual,1.0,18.6,8.41,4
5.0,45000,Petrol,Individual,Manual,1.0,18.8,8.84,7
1.75,120000,Diesel,Individual,Manual,1.0,13.6,2.38,8
7.2,10000,Petrol,Individual,Manual,1.0,19.7,15.0,2
2.5,105000,Petrol,Individual,Automatic,2.0,25.8,3.5,12
8.1,100000,Diesel,Individual,Manual,1.0,12.99,11.58,7
1.65,30000,Petrol,Individual,Manual,3.0,21.1,8.41,11
4.1,60000,Diesel,Individual,Manual,2.0,20.51,6.51,5
4.3,86000,Diesel,Individual,Manual,2.0,21.4,8.41,8
3.0,15000,Petrol,Individual,Manual,1.0,18.5,5.31,6
4.0,60000,Petrol,Individual,Manual,1.0,19.67,6.0,3
4.2,70000,Diesel,Individual,Manual,1.0,20.85,8.41,5
4.3,5000,Petrol,Individual,Manual,1.0,23.9,3.33,6
5.73,30000,Petrol,Individual,Manual,1.0,16.0,13.87,4
2.1,40000,Petrol,Individual,Manual,1.0,18.6,14.95,6
6.0,60000,Diesel,Individual,Manual,1.0,17.8,7.64,6
1.5,70000,Petrol,Individual,Manual,3.0,22.74,8.41,13
5.5,15000,Petrol,Individual,Manual,1.0,22.74,2.38,2
3.2,110000,Diesel,Individual,Manual,2.0,22.77,9.99,10
8.0,10000,Diesel,Individual,Manual,1.0,20.51,8.8,2
5.0,60000,Petrol,Individual,Manual,1.0,20.51,10.47,8
2.3,110000,Diesel,Individual,Manual,2.0,14.07,9.0,10
5.0,60000,Petrol,Individual,Manual,1.0,19.0,1.99,8
6.3,35000,Petrol,Individual,Manual,1.0,14.4,8.8,6
1.9,70000,Petrol,Individual,Manual,2.0,18.5,9.15,5
2.3,110000,Diesel,Individual,Manual,2.0,17.0,3.5,10
4.5,100000,Diesel,Individual,Manual,2.0,19.81,1.99,10
0.95,120000,Petrol,Individual,Manual,1.0,18.9,9.99,13
5.0,70000,Diesel,Individual,Manual,2.0,18.15,3.33,5
10.2,88000,Diesel,Individual,Manual,2.0,19.81,6.0,7
2.44,38000,Petrol,Individual,Manual,1.0,28.4,9.1,9
2.5,90000,Petrol,Individual,Manual,2.0,18.4,9.0,8
6.6,60000,Petrol,Individual,Manual,1.0,19.7,6.58,5
10.5,60000,Diesel,Individual,Manual,1.0,20.3,15.2,4
8.5,35000,Diesel,Individual,Manual,1.0,20.77,8.41,4
3.45,50000,Petrol,Individual,Manual,2.0,23.01,4.48,9
0.95,100000,Petrol,Individual,Manual,2.0,18.2,4.48,14
2.41,15000,Petrol,Individual,Manual,1.0,16.8,11.49,6
2.35,20000,Petrol,Individual,Manual,1.0,18.6,5.27,6
6.15,80000,Diesel,Individual,Manual,1.0,25.17,6.0,6
3.5,110000,Diesel,Individual,Manual,2.0,22.32,6.0,7
3.5,35000,Petrol,Individual,Manual,1.0,24.7,5.81,7
3.8,35000,Petrol,Individual,Manual,1.0,20.77,4.14,7
2.2,40000,Petrol,Individual,Manual,1.0,25.17,6.58,11
2.7,110000,Diesel,Individual,Manual,3.0,21.1,4.26,13
2.75,70000,Petrol,Individual,Manual,2.0,26.59,6.55,9
1.25,100000,Diesel,Individual,Manual,2.0,26.2,4.98,12
3.6,20000,Petrol,Individual,Manual,1.0,21.43,10.19,6
5.5,15000,Petrol,Individual,Manual,1.0,18.5,7.5,2
2.0,70000,Petrol,Individual,Manual,2.0,18.6,6.55,10
3.27,20000,Petrol,Individual,Manual,1.0,21.12,8.41,5
4.25,15000,Petrol,Individual,Manual,1.0,14.02,4.26,5
6.2,107000,Diesel,Individual,Manual,1.0,17.0,3.5,4
1.3,54000,Diesel,Individual,Manual,2.0,14.02,16.53,10
1.2,58000,Petrol,Individual,Manual,1.0,19.09,15.2,12
4.0,110000,Diesel,Individual,Manual,2.0,17.8,3.33,10
2.05,43000,Petrol,Individual,Manual,2.0,20.0,10.47,6
6.25,43000,Diesel,Individual,Manual,1.0,25.44,8.0,4
6.0,60000,Diesel,Individual,Manual,1.0,11.0,5.31,8
3.0,35000,Petrol,Individual,Manual,1.0,18.2,1.99,4
2.3,46000,Petrol,Individual,Manual,1.0,13.6,9.0,8
2.2,10000,Petrol,Individual,Manual,1.0,19.09,5.31,3
5.76,35000,Petrol,Individual,Manual,1.0,13.2,6.15,5
2.65,50000,Petrol,Individual,Manual,1.0,17.7,15.2,5
0.5,60000,Petrol,Individual,Manual,3.0,15.96,7.64,16
3.0,80000,Diesel,Individual,Manual,1.0,15.4,10.47,10
4.2,110000,Diesel,Individual,Manual,1.0,20.6,4.48,4
7.5,14000,Diesel,Individual,Manual,1.0,20.0,5.31,6
1.65,60000,CNG,Individual,Manual,2.0,13.6,3.33,9
2.9,28000,Petrol,Individual,Manual,1.0,19.09,8.41,4
1.6,57000,Petrol,Individual,Manual,1.0,25.5,6.0,10
6.95,50000,Diesel,Individual,Manual,1.0,17.7,15.0,4
10.5,60000,Diesel,Individual,Manual,1.0,24.3,9.0,6
4.0,70000,Petrol,Individual,Manual,1.0,18.6,8.8,8
5.0,40000,Petrol,Individual,Manual,1.0,16.1,8.51,5
1.5,120000,Diesel,Individual,Manual,2.0,20.0,8.0,11
1.2,100000,Diesel,Individual,Manual,2.0,11.5,8.0,11
4.8,120000,Diesel,Individual,Manual,2.0,17.0,10.19,7
2.0,120000,Diesel,Individual,Manual,2.0,16.55,5.78,8
3.0,64000,Diesel,Individual,Manual,2.0,23.59,7.82,9
3.5,25000,Petrol,Individual,Manual,1.0,18.9,6.57,6
5.8,12000,Petrol,Individual,Manual,1.0,18.5,16.53,2
2.0,70000,Diesel,Individual,Manual,2.0,21.1,5.31,9
7.5,120000,Diesel,Individual,Manual,1.0,22.95,8.44,5
2.61,90000,Petrol,Individual,Manual,1.0,22.3,9.15,5
3.71,40000,Petrol,Individual,Manual,1.0,21.1,8.0,6
2.05,120000,Diesel,Individual,Manual,2.0,15.1,7.5,9
1.1,90000,Petrol,Individual,Manual,2.0,20.62,9.15,18
1.8,110000,Diesel,Individual,Manual,2.0,25.17,8.0,11
4.21,120000,Diesel,Individual,Manual,2.0,19.01,11.05,11
2.05,120000,Diesel,Individual,Manual,2.0,21.19,14.95,9
9.0,40000,Diesel,Individual,Manual,1.0,18.49,9.0,4
1.65,110000,Petrol,Individual,Manual,2.0,15.96,11.2,15
7.5,40000,Diesel,Individual,Manual,1.0,24.7,2.38,4
7.5,30000,Petrol,Individual,Manual,1.0,25.1,8.19,2
0.4,80000,Petrol,Individual,Manual,3.0,20.3,16.73,19
3.15,80000,Petrol,Individual,Manual,1.0,25.44,6.43,10
4.1,90000,Diesel,Individual,Manual,1.0,21.5,9.0,8
5.8,32000,Petrol,Individual,Manual,1.0,18.9,3.33,3
3.4,70000,Petrol,Individual,Manual,1.0,25.0,5.75,8
2.7,43000,Petrol,Individual,Manual,1.0,16.1,4.26,6
2.8,80000,Diesel,Individual,Manual,1.0,22.32,3.33,4
1.3,60000,Diesel,Individual,Manual,1.0,18.1,4.98,9
2.6,18945,Petrol,Individual,Manual,1.0,13.93,5.18,7
7.1,70000,Diesel,Individual,Manual,1.0,17.3,6.51,3
2.05,100000,Petrol,Individual,Manual,3.0,17.8,8.41,8
3.0,60000,Petrol,Individual,Manual,1.0,22.1,11.0,4
7.0,120000,Diesel,Individual,Manual,1.0,23.4,4.48,5
3.2,107825,Diesel,Individual,Manual,2.0,25.44,5.31,9
3.7,15000,Petrol,Individual,Manual,1.0,18.4,11.61,1
3.4,10000,Petrol,Individual,Manual,1.0,20.0,6.67,3
10.4,1620,Petrol,Individual,Manual,1.0,16.8,11.0,2
7.5,30000,Diesel,Individual,Manual,1.0,20.8,9.15,3
6.0,70000,Diesel,Individual,Manual,1.0,21.21,16.73,3
5.5,70000,Diesel,Individual,Manual,1.0,19.87,7.64,5
6.0,95000,Diesel,Individual,Manual,2.0,20.0,14.95,8
5.5,50000,Diesel,Individual,Manual,1.0,24.3,6.35,4
4.5,10000,Petrol,Individual,Manual,1.0,15.37,8.41,2
4.0,100000,Diesel,Individual,Manual,3.0,18.2,3.4,9
5.2,50000,Diesel,Individual,Manual,2.0,15.1,6.57,5
1.99,60000,Petrol,Individual,Manual,2.0,12.8,6.67,8
1.5,110000,Diesel,Individual,Manual,1.0,22.54,9.54,9
5.4,80000,Diesel,Individual,Manual,3.0,13.6,6.0,5
2.5,85000,Diesel,Individual,Manual,2.0,12.99,4.26,10
2.0,90000,Petrol,Individual,Manual,2.0,12.8,2.38,11
1.3,90000,Diesel,Individual,Manual,2.0,21.4,15.2,10
0.9,90000,Petrol,Individual,Manual,1.0,19.7,15.2,14
2.8,120000,Diesel,Individual,Manual,1.0,20.54,4.14,12
2.9,100000,Diesel,Individual,Manual,2.0,14.0,8.41,13
10.0,15000,Diesel,Individual,Manual,1.0,19.4,8.41,2
4.15,108000,Diesel,Individual,Manual,1.0,22.7,6.57,9
4.15,108000,Diesel,Individual,Manual,1.0,22.1,4.26,9
2.4,55000,Diesel,Individual,Manual,1.0,15.3,8.19,6
2.5,37944,Diesel,Individual,Manual,1.0,18.9,15.2,11
1.75,90400,Diesel,Individual,Manual,1.0,22.54,4.14,10
2.2,85000,Diesel,Individual,Manual,2.0,22.54,8.41,13
0.85,120000,Diesel,Individual,Manual,3.0,22.07,13.87,18
6.75,5000,Petrol,Individual,Manual,1.0,17.88,7.82,2
5.35,50000,Diesel,Individual,Manual,1.0,17.5,11.2,5
6.75,5000,Petrol,Individual,Manual,1.0,20.92,10.47,2
8.0,90000,Diesel,Individual,Manual,1.0,18.4,5.18,5
4.25,96000,Diesel,Individual,Manual,2.0,13.01,4.14,9
0.9,60000,Petrol,Individual,Manual,2.0,18.0,16.73,14
8.5,90000,Diesel,Individual,Manual,1.0,28.4,9.0,6
8.5,63186,Diesel,Individual,Manual,1.0,13.58,16.73,4
9.1,110000,Diesel,Individual,Manual,2.0,15.4,9.1,8
6.75,5000,Petrol,Individual,Automatic,1.0,14.0,8.41,2
1.5,91500,Petrol,Individual,Manual,1.0,20.51,13.68,11
5.5,23000,Diesel,Individual,Manual,1.0,16.8,6.58,6
3.5,40000,Diesel,Individual,Manual,1.0,13.93,16.73,9
3.0,70000,Diesel,Individual,Manual,1.0,18.9,16.53,9
4.0,68000,Petrol,Individual,Manual,1.0,15.96,8.44,5
7.0,120000,Diesel,Individual,Manual,1.0,25.1,8.5,8
3.0,65000,Diesel,Individual,Manual,1.0,16.2,6.0,8
0.65,85000,Petrol,Individual,Manual,1.0,13.9,9.0,16
2.0,94000,Petrol,Individual,Manual,3.0,12.99,9.0,10
6.5,100000,Diesel,Individual,Manual,1.0,24.7,9.93,6
6.5,80000,Diesel,Individual,Manual,1.0,12.99,4.26,6
3.5,80000,Diesel,Individual,Manual,3.0,17.8,8.41,8
1.8,120000,Diesel,Individual,Manual,2.0,17.8,14.15,10
9.0,80000,Diesel,Individual,Automatic,2.0,25.5,4.22,7
4.25,63000,Diesel,Individual,Manual,2.0,15.1,8.41,7
0.95,120000,Petrol,Individual,Manual,3.0,22.77,15.2,12
8.11,100000,Diesel,Individual,Manual,1.0,17.0,11.58,3
6.0,90000,Diesel,Individual,Manual,1.0,15.4,16.53,8
5.5,50000,Diesel,Individual,Manual,2.0,21.5,8.51,7
7.15,70000,Diesel,Individual,Manual,1.0,17.0,8.0,6
3.0,40000,Diesel,Individual,Manual,1.0,23.2,16.53,11
1.0,120000,Diesel,Individual,Manual,3.0,17.8,6.0,15
3.5,40000,Petrol,Individual,Manual,1.0,19.7,14.0,8
1.0,40000,Diesel,Individual,Manual,1.0,23.1,6.0,13
3.25,120000,Diesel,Individual,Manual,1.0,16.52,2.38,9
0.55,60000,Petrol,Individual,Manual,2.0,21.38,9.15,22
3.3,20000,Petrol,Individual,Manual,1.0,19.1,12.39,5
4.8,37000,Diesel,Individual,Manual,1.0,22.07,15.2,7
9.5,57000,Diesel,Individual,Manual,2.0,16.2,15.2,3
3.0,110000,Diesel,Individual,Manual,2.0,25.1,16.73,10
8.5,120000,Diesel,Individual,Manual,2.0,28.4,16.73,8
9.0,8079,Diesel,Dealer,Manual,1.0,22.74,10.19,2
3.5,79990,Diesel,Dealer,Manual,2.0,12.8,8.5,9
4.25,81632,Diesel,Dealer,Manual,1.0,13.0,11.49,9
7.5,101504,Diesel,Dealer,Manual,1.0,24.2,8.19,7
3.25,86017,Diesel,Dealer,Manual,2.0,15.1,8.0,11
9.0,85036,Diesel,Dealer,Manual,2.0,12.8,11.49,8
5.2,20000,Petrol,Individual,Manual,1.0,25.17,12.8,4
9.5,40000,Diesel,Individual,Automatic,1.0,23.95,6.58,3
2.3,120000,Petrol,Individual,Manual,2.0,15.4,10.19,13
4.1,100000,Diesel,Individual,Manual,3.0,25.83,4.26,8
3.0,110000,Diesel,Individual,Manual,3.0,19.67,3.5,10
1.75,120000,Diesel,Individual,Manual,3.0,18.2,5.78,13
4.25,40000,Petrol,Individual,Manual,2.0,11.2,6.55,4
3.1,70000,Petrol,Individual,Manual,1.0,18.7,5.37,8
4.5,46000,Petrol,Individual,Manual,2.0,26.8,15.2,7
3.88,80000,Diesel,Individual,Manual,2.0,18.1,14.95,10
4.0,60000,Petrol,Individual,Manual,1.0,14.28,3.5,10
7.6,70000,Diesel,Individual,Manual,3.0,14.53,8.41,6
1.2,90000,Petrol,Individual,Manual,1.0,17.9,4.48,12
7.57,25000,Diesel,Individual,Manual,1.0,11.36,10.0,2
2.7,53000,Petrol,Individual,Manual,2.0,17.8,16.73,6
8.0,60000,Diesel,Individual,Manual,1.0,21.66,14.15,10
7.0,24000,Diesel,Individual,Manual,1.0,17.09,7.5,7
6.5,6000,Petrol,Individual,Manual,1.0,12.9,16.73,3
9.5,49700,Diesel,Individual,Manual,1.0,19.67,7.89,8
6.26,80000,Diesel,Individual,Manual,2.0,11.36,8.41,14
2.0,100000,Diesel,Individual,Manual,1.0,17.4,5.31,21
6.0,10000,Petrol,Individual,Automatic,1.0,13.6,3.4,2
2.9,21000,Petrol,Individual,Manual,1.0,22.37,5.31,2
2.15,25000,Petrol,Individual,Manual,1.0,19.33,10.47,8
2.5,22000,Petrol,Individual,Manual,1.0,14.1,3.4,5
7.5,50000,Diesel,Individual,Manual,1.0,18.0,10.0,4
2.5,20000,Petrol,Individual,Manual,2.0,19.16,8.19,5
7.93,30000,Diesel,Individual,Manual,1.0,27.39,9.79,3
7.5,74000,Diesel,Individual,Manual,1.0,18.2,4.98,6
4.8,30000,Diesel,Individual,Manual,1.0,22.0,8.41,5
6.25,54000,Petrol,Dealer,Manual,1.0,24.0,7.31,5
6.25,37000,Diesel,Individual,Automatic,1.0,16.78,15.0,4
4.4,90000,Diesel,Individual,Automatic,2.0,19.0,15.0,10
8.45,70000,Diesel,Dealer,Manual,1.0,14.1,8.41,4
7.5,15000,Petrol,Dealer,Manual,1.0,19.16,9.79,3
7.4,38817,Diesel,Dealer,Manual,1.0,13.6,16.73,3
7.4,38817,Diesel,Dealer,Manual,1.0,25.0,16.73,3
7.4,38817,Diesel,Dealer,Manual,1.0,20.36,16.73,3
6.45,11000,Petrol,Dealer,Automatic,1.0,19.81,8.0,5
4.0,35000,Petrol,Individual,Automatic,1.0,20.0,11.58,5
5.5,50000,Diesel,Individual,Manual,1.0,20.8,8.0,3
3.1,11500,Petrol,Individual,Manual,1.0,12.99,8.44,5
7.0,3000,Diesel,Individual,Manual,1.0,13.6,3.5,2
4.8,80000,Diesel,Individual,Manual,2.0,20.92,3.5,6
0.9,40000,Petrol,Individual,Manual,2.0,19.7,6.58,16
0.8,40000,Petrol,Individual,Manual,2.0,18.9,9.54,16
3.5,90000,Diesel,Individual,Manual,1.0,17.45,16.53,6
6.0,100000,Diesel,Individual,Manual,1.0,25.4,11.2,4
3.5,120000,Diesel,Individual,Manual,3.0,22.0,5.27,10
7.7,50000,Diesel,Individual,Manual,1.0,14.0,16.53,3
3.5,25000,Diesel,Individual,Manual,1.0,23.84,11.0,9
6.0,50000,Diesel,Individual,Manual,3.0,15.96,6.0,10
7.5,71000,Diesel,Individual,Manual,1.0,28.4,11.33,5
3.4,40000,Petrol,Individual,Manual,1.0,20.85,6.55,5
6.5,31800,Petrol,Individual,Manual,1.0,15.96,4.48,3
3.0,65000,Petrol,Individual,Manual,1.0,17.57,5.27,7
2.05,15000,Petrol,Individual,Manual,2.0,21.64,8.19,7
2.55,70000,Diesel,Individual,Manual,2.0,20.0,3.33,9
6.5,5000,Petrol,Individual,Manual,1.0,15.0,4.26,4
2.8,50000,Petrol,Individual,Manual,2.0,17.5,11.58,4
1.0,80000,Diesel,Individual,Manual,1.0,18.6,11.2,10
5.75,70000,Diesel,Individual,Manual,2.0,23.01,9.15,7
7.8,40000,Diesel,Individual,Manual,1.0,25.4,16.53,4
10.5,90000,Diesel,Individual,Manual,1.0,26.21,6.35,6
2.25,80000,Petrol,Individual,Manual,2.0,25.17,6.35,10
0.9,90000,Petrol,Individual,Manual,3.0,12.99,6.43,17
0.8,80000,Petrol,Individual,Automatic,3.0,19.7,5.27,17
3.0,80000,Diesel,Individual,Manual,1.0,25.17,4.22,9
2.6,70000,Diesel,Individual,Manual,2.0,18.9,8.19,9
0.9,50000,Petrol,Individual,Manual,2.0,21.94,5.27,12
2.8,60000,Diesel,Individual,Manual,1.0,13.87,16.53,9
3.5,106000,Diesel,Individual,Manual,2.0,13.6,9.15,7
2.3,80000,Diesel,Individual,Manual,2.0,15.37,16.73,15
5.5,80000,Diesel,Individual,Manual,2.0,23.2,9.15,5
8.5,110000,Diesel,Individual,Manual,2.0,17.4,3.4,8
3.7,120000,Diesel,Individual,Manual,3.0,21.1,3.5,10
2.5,27000,Petrol,Individual,Manual,1.0,16.2,6.0,8
0.95,70000,Petrol,Individual,Manual,2.0,28.09,7.9,14
1.8,70000,Petrol,Individual,Manual,2.0,16.8,5.37,11
6.5,50000,Diesel,Individual,Automatic,1.0,18.2,8.41,5
5.3,60000,Diesel,Individual,Manual,1.0,16.8,4.14,3
